demography_id	target_allele_frequency	statistic_scope	metric	statistic	threshold_years	n_neutral	mean_loo_p	fraction_loo_p_lt_0_05	ks_uniform_p	calibration_note
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_hom_alt	20000	100	0.6375	0	1.86522871909e-11	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_hom_alt	30000	100	0.7143	0	5.9128221564e-35	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_hom_alt	40000	100	0.8021	0	1.09234634821e-60	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_hom_alt	50000	100	0.8829	0	6.2491334104e-89	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	1000	100	0.7543	0.04	5.52361472608e-48	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	4500	100	0.5628	0.04	9.90026592732e-05	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	10000	100	0.5273	0.01	0.164962640393	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	20000	100	0.5198	0.02	0.684670679165	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	30000	100	0.519	0.03	0.370632025586	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	40000	100	0.5218	0.02	0.370632025586	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	50000	100	0.5197	0.04	0.370632025586	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	1000	100	0.7908	0.01	8.99787306063e-57	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	4500	100	0.597	0.03	5.40887177643e-06	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	10000	100	0.5637	0.03	0.000555192732807	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	20000	100	0.5474	0.02	0.0105435067245	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	30000	100	0.5354	0.04	0.0358251196927	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	40000	100	0.534	0.03	0.0358251196927	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	50000	100	0.5248	0.04	0.252692757006	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_overall	1000	100	0.775	0.04	5.52361472608e-48	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_overall	4500	100	0.6221	0.04	4.11039500252e-12	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_overall	10000	100	0.581	0.02	9.90026592732e-05	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_overall	20000	100	0.5666	0.02	0.000555192732801	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_overall	30000	100	0.5548	0.03	0.00123399263827	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_overall	40000	100	0.545	0.03	0.0358251196927	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	focal_nearest	p_tmrca_lt_threshold	p_overall	50000	100	0.5353	0.04	0.0620923406988	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	mean_tmrca_generations	tmrca_hom_ref_minus_hom_alt	0	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	normalized_cdf_area	cdf_area_heterozygous	0	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	normalized_cdf_area	cdf_area_hom_alt	0	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	normalized_cdf_area	cdf_area_hom_alt_minus_hom_ref	0	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	normalized_cdf_area	cdf_area_hom_ref	0	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	normalized_cdf_area	cdf_area_overall	0	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	p_tmrca_lt_threshold	p_heterozygous	1000	100	0.8621	0.04	1.42905969987e-82	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	p_tmrca_lt_threshold	p_heterozygous	4500	100	0.5058	0.04	0.999999999978	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	p_tmrca_lt_threshold	p_heterozygous	10000	100	0.5056	0.04	0.999999999978	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	p_tmrca_lt_threshold	p_heterozygous	20000	100	0.5058	0.04	0.999969247903	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	p_tmrca_lt_threshold	p_heterozygous	30000	100	0.5056	0.04	0.999969247903	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	p_tmrca_lt_threshold	p_heterozygous	40000	100	0.5055	0.04	0.999999999978	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	p_tmrca_lt_threshold	p_heterozygous	50000	100	0.5052	0.04	0.999999999978	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	p_tmrca_lt_threshold	p_hom_alt	1000	100	0.9055	0.04	2.05338394131e-100	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	p_tmrca_lt_threshold	p_hom_alt	4500	100	0.5796	0.04	3.2852900133e-14	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	p_tmrca_lt_threshold	p_hom_alt	10000	100	0.5071	0.04	0.995307510717	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	p_tmrca_lt_threshold	p_hom_alt	20000	100	0.5065	0.04	0.999969247903	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	p_tmrca_lt_threshold	p_hom_alt	30000	100	0.5059	0.04	0.999999999978	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	p_tmrca_lt_threshold	p_hom_alt	40000	100	0.5063	0.04	0.999969247903	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	p_tmrca_lt_threshold	p_hom_alt	50000	100	0.5054	0.04	0.999999999978	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	1000	100	0.5205	0.04	0.00263004984546	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	4500	100	0.5051	0.04	0.999999999978	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	10000	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	20000	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	30000	100	0.5051	0.04	0.999999999978	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	40000	100	0.5051	0.04	0.999999999978	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	50000	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	p_tmrca_lt_threshold	p_hom_ref	1000	100	0.5206	0.04	0.00263004984546	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	p_tmrca_lt_threshold	p_hom_ref	4500	100	0.5051	0.04	0.999999999978	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	p_tmrca_lt_threshold	p_hom_ref	10000	100	0.5051	0.04	0.999999999978	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	p_tmrca_lt_threshold	p_hom_ref	20000	100	0.5051	0.04	0.999999999978	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	p_tmrca_lt_threshold	p_hom_ref	30000	100	0.5053	0.04	0.999999999978	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	p_tmrca_lt_threshold	p_hom_ref	40000	100	0.5051	0.04	0.999999999978	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	p_tmrca_lt_threshold	p_hom_ref	50000	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	p_tmrca_lt_threshold	p_overall	1000	100	0.5144	0.04	0.0358251196927	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	p_tmrca_lt_threshold	p_overall	4500	100	0.5057	0.04	0.999969247903	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	p_tmrca_lt_threshold	p_overall	10000	100	0.5053	0.04	0.999999999978	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	p_tmrca_lt_threshold	p_overall	20000	100	0.5051	0.04	0.999999999978	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	p_tmrca_lt_threshold	p_overall	30000	100	0.5054	0.04	0.999999999978	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	p_tmrca_lt_threshold	p_overall	40000	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.1	region_mean	p_tmrca_lt_threshold	p_overall	50000	100	0.5052	0.04	0.999999999978	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	mean_tmrca_generations	tmrca_hom_ref_minus_hom_alt	0	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	normalized_cdf_area	cdf_area_heterozygous	0	100	1	0	0	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	normalized_cdf_area	cdf_area_hom_alt	0	100	0.509	0.04	0.995307510717	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	normalized_cdf_area	cdf_area_hom_alt_minus_hom_ref	0	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	normalized_cdf_area	cdf_area_hom_ref	0	100	0.5053	0.04	0.999999999978	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	normalized_cdf_area	cdf_area_overall	0	100	0.5057	0.04	0.999999999978	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	1000	100	1	0	0	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	4500	100	1	0	0	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	10000	100	1	0	0	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	20000	100	1	0	0	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	30000	100	1	0	0	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	40000	100	1	0	0	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	p_tmrca_lt_threshold	p_heterozygous	50000	100	1	0	0	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	p_tmrca_lt_threshold	p_hom_alt	1000	100	0.9517	0.04	1.57772257374e-130	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	p_tmrca_lt_threshold	p_hom_alt	4500	100	0.8238	0.04	2.14826957355e-69	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	p_tmrca_lt_threshold	p_hom_alt	10000	100	0.6852	0.03	1.09198407221e-33	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	p_tmrca_lt_threshold	p_hom_alt	20000	100	0.5737	0.04	1.3116776459e-09	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	p_tmrca_lt_threshold	p_hom_alt	30000	100	0.5534	0	0.00263004984546	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	p_tmrca_lt_threshold	p_hom_alt	40000	100	0.6183	0	5.32499541966e-19	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	p_tmrca_lt_threshold	p_hom_alt	50000	100	0.7377	0	2.24639300766e-46	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	1000	100	0.7774	0.04	8.99787306063e-57	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	4500	100	0.5604	0.04	4.9327378858e-09	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	10000	100	0.5134	0.04	0.842884795627	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	20000	100	0.5084	0.04	0.995307510717	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	30000	100	0.5062	0.04	0.999969247903	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	40000	100	0.5067	0.04	0.999969247903	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	50000	100	0.5072	0.04	0.995307510717	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	1000	100	0.8077	0.03	7.0186832044e-65	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	4500	100	0.5835	0.04	8.63128719601e-13	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	10000	100	0.5253	0.04	0.370632025586	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	20000	100	0.5174	0.04	0.518219364548	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	30000	100	0.513	0.04	0.842884795627	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	40000	100	0.5104	0.04	0.995307510717	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	50000	100	0.5093	0.03	0.953215971064	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	p_tmrca_lt_threshold	p_overall	1000	100	0.7985	0.04	8.99787306063e-57	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	p_tmrca_lt_threshold	p_overall	4500	100	0.6252	0.03	4.9327378858e-09	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	p_tmrca_lt_threshold	p_overall	10000	100	0.5903	0.04	1.99648059906e-07	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	p_tmrca_lt_threshold	p_overall	20000	100	0.5551	0.01	0.00123399263827	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	p_tmrca_lt_threshold	p_overall	30000	100	0.5477	0.04	0.0198392421256	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	p_tmrca_lt_threshold	p_overall	40000	100	0.5338	0.04	0.164962640393	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	focal_nearest	p_tmrca_lt_threshold	p_overall	50000	100	0.5368	0.04	0.0105435067245	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	region_mean	mean_tmrca_generations	tmrca_hom_ref_minus_hom_alt	0	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	region_mean	normalized_cdf_area	cdf_area_heterozygous	0	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	region_mean	normalized_cdf_area	cdf_area_hom_alt	0	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	region_mean	normalized_cdf_area	cdf_area_hom_alt_minus_hom_ref	0	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	region_mean	normalized_cdf_area	cdf_area_hom_ref	0	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	region_mean	normalized_cdf_area	cdf_area_overall	0	100	0.505	0.04	1	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	region_mean	p_tmrca_lt_threshold	p_heterozygous	1000	100	0.7261	0.04	8.25240394524e-45	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	region_mean	p_tmrca_lt_threshold	p_heterozygous	4500	100	0.5051	0.04	0.999999999978	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	region_mean	p_tmrca_lt_threshold	p_heterozygous	10000	100	0.5052	0.04	0.999999999978	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	region_mean	p_tmrca_lt_threshold	p_heterozygous	20000	100	0.5052	0.04	0.999999999978	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	region_mean	p_tmrca_lt_threshold	p_heterozygous	30000	100	0.5052	0.04	0.999999999978	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	region_mean	p_tmrca_lt_threshold	p_heterozygous	40000	100	0.5051	0.04	0.999999999978	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	region_mean	p_tmrca_lt_threshold	p_heterozygous	50000	100	0.5051	0.04	0.999999999978	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	region_mean	p_tmrca_lt_threshold	p_hom_alt	1000	100	0.8966	0.04	2.93676142185e-96	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	region_mean	p_tmrca_lt_threshold	p_hom_alt	4500	100	0.5582	0.04	3.33031004569e-10	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
ancient_eurasia_han_introgression	0.2	region_mean	p_tmrca_lt_threshold	p_hom_alt	10000	100	0.5055	0.04	0.999999999978	descriptive only; LOO reuses the neutral bank and finite-null p-values are discrete
