unit_id	input_label	path	sha256	size_bytes
eas_neutral_exact_population_af_reverse_bridge_r002	conversion_completion	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r002/converted/conversion_complete.json	b93ea0a950f75ee007fd0757e924fb2953a48f5d4b1402ec1cb6656e674d8202	3281
eas_neutral_exact_population_af_reverse_bridge_r002	conversion_metadata	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r002/converted/conversion_metadata.json	003fb22f30760c5b16386ffc792afe6bf93daedc235ed5e6b7479075ee7221a5	1711
eas_neutral_exact_population_af_reverse_bridge_r002	decode_completion	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r002/decoded/decode_complete.json	12414b6093ea5ac2c02fe5dfe87785f55484533a19f6b9890cb7af8680837155	3477
eas_neutral_exact_population_af_reverse_bridge_r002	pair_manifest	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r002/decoded/decoded_pairs.tsv	43b42babfdb64465d07bd2dec7830a696812ce0cd699bf48a9cdf3814fe158e5	103547
eas_neutral_exact_population_af_reverse_bridge_r002	posterior	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r002/decoded/posterior.zst	842b7ee612f2f0268cb806eefa448c80aea4132756476d96304d0f9fdec71242	35963101
eas_neutral_exact_population_af_reverse_bridge_r002	posterior_metadata	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r002/decoded/posterior.zst.meta	295befa57207ff766db83e2cf798e909039fce2ceb9d6c576c0c190f3e0b1521	65949
eas_neutral_exact_population_af_reverse_bridge_r002	requested_pairs	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r002/converted/overall.pairs.tsv	59119c5f8bb957292b18a3c5ecff7a973e2ecb5ca403c106db68161cecab63da	34014
eas_neutral_exact_population_af_reverse_bridge_r002	vcf	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r002/converted/input.vcf	3020f4594670b3b47675914587e474780bad83ff69379a82c294430a2548324d	11902749
eas_neutral_exact_population_af_reverse_bridge_r003	conversion_completion	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r003/converted/conversion_complete.json	8be5cec3866b488bebfeee684d22417f794a000bc72a1249ffd5864beb2c3e0c	3281
eas_neutral_exact_population_af_reverse_bridge_r003	conversion_metadata	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r003/converted/conversion_metadata.json	ffaa402934bfe8672ee9130e9ec58b3f6b5fe825a332145b298f283cdc355ef2	1711
eas_neutral_exact_population_af_reverse_bridge_r003	decode_completion	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r003/decoded/decode_complete.json	b41a17f1b23e69eca24c8cc18e63e5a74285451e54a64a89c73db88544d16645	3477
eas_neutral_exact_population_af_reverse_bridge_r003	pair_manifest	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r003/decoded/decoded_pairs.tsv	63b46f4d5a7cf3d60ab3008e46012b89e31a21dd202e3a22e960feda76656a72	103547
eas_neutral_exact_population_af_reverse_bridge_r003	posterior	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r003/decoded/posterior.zst	1d601be8ba61c5f0b64bf611b678997bff6909412ab7605d23146e48d9cda373	36012893
eas_neutral_exact_population_af_reverse_bridge_r003	posterior_metadata	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r003/decoded/posterior.zst.meta	295befa57207ff766db83e2cf798e909039fce2ceb9d6c576c0c190f3e0b1521	65949
eas_neutral_exact_population_af_reverse_bridge_r003	requested_pairs	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r003/converted/overall.pairs.tsv	59119c5f8bb957292b18a3c5ecff7a973e2ecb5ca403c106db68161cecab63da	34014
eas_neutral_exact_population_af_reverse_bridge_r003	vcf	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r003/converted/input.vcf	ca2c99932deba47519958aea05a403fe92f36226981dfed7325efa3218dad9fb	12032621
eas_neutral_exact_population_af_reverse_bridge_r004	conversion_completion	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r004/converted/conversion_complete.json	7555dd52d6027743ba96082c5506e8f5590eb44a0d4ee31d3a426ef770009e05	3281
eas_neutral_exact_population_af_reverse_bridge_r004	conversion_metadata	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r004/converted/conversion_metadata.json	54e6e6deae7476457fc96934deacf7ebd7ebb65583190351d94489366381f4bd	1715
eas_neutral_exact_population_af_reverse_bridge_r004	decode_completion	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r004/decoded/decode_complete.json	6edcc82f5c98935caf7b1900cceb8449384533177027eb219d9bee4b1c2c4808	3477
eas_neutral_exact_population_af_reverse_bridge_r004	pair_manifest	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r004/decoded/decoded_pairs.tsv	856f4bcaa2a7ffa02c8e606fba6c5af1a2523fe072b6301fb7dd20f6f02df455	103547
eas_neutral_exact_population_af_reverse_bridge_r004	posterior	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r004/decoded/posterior.zst	482af5e12782dd83ae4dc67d01c682e067cf93e3ad78520b057f50caa8261695	36006859
eas_neutral_exact_population_af_reverse_bridge_r004	posterior_metadata	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r004/decoded/posterior.zst.meta	295befa57207ff766db83e2cf798e909039fce2ceb9d6c576c0c190f3e0b1521	65949
eas_neutral_exact_population_af_reverse_bridge_r004	requested_pairs	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r004/converted/overall.pairs.tsv	59119c5f8bb957292b18a3c5ecff7a973e2ecb5ca403c106db68161cecab63da	34014
eas_neutral_exact_population_af_reverse_bridge_r004	vcf	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r004/converted/input.vcf	6112cf3540c92ba5d22f86403f720a11953dedfa7da0ad2425f4c72ef98a0cf2	11651487
eas_neutral_exact_population_af_reverse_bridge_r005	conversion_completion	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r005/converted/conversion_complete.json	f1511bcad2765fcaf673edae219ba4ca02dab31c04ebf9167e4f96de51d1cb96	3281
eas_neutral_exact_population_af_reverse_bridge_r005	conversion_metadata	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r005/converted/conversion_metadata.json	3049d96fed6e0e98de9a813885c231b95a120329cb1f26b563f1f546b0dd7b7f	1711
eas_neutral_exact_population_af_reverse_bridge_r005	decode_completion	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r005/decoded/decode_complete.json	f2987893041ca8a3ec4394f3d0959242f65a3da7eb6af9287859219686060140	3477
eas_neutral_exact_population_af_reverse_bridge_r005	pair_manifest	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r005/decoded/decoded_pairs.tsv	e6f2851573d2d0877b1fdd08270c56212de32b8bedca7f6d1661999b6c88abdd	103547
eas_neutral_exact_population_af_reverse_bridge_r005	posterior	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r005/decoded/posterior.zst	e6a6e904c16838b45ef1220a2746d1d9ed5ed08dbf78c6f489a85c7cd3d200e6	35992968
eas_neutral_exact_population_af_reverse_bridge_r005	posterior_metadata	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r005/decoded/posterior.zst.meta	295befa57207ff766db83e2cf798e909039fce2ceb9d6c576c0c190f3e0b1521	65949
eas_neutral_exact_population_af_reverse_bridge_r005	requested_pairs	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r005/converted/overall.pairs.tsv	59119c5f8bb957292b18a3c5ecff7a973e2ecb5ca403c106db68161cecab63da	34014
eas_neutral_exact_population_af_reverse_bridge_r005	vcf	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r005/converted/input.vcf	0ac23b662d4ae8f9b117358b4553d5c5aa3c304c7a1d6fe97d47e5dc545293f4	11994359
eas_neutral_exact_population_af_reverse_bridge_r006	conversion_completion	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r006/converted/conversion_complete.json	146f4318dfee9e22fc6195e59a297afbc502e4fa7ffd9bcb0dd3b1c7a0e64096	3281
eas_neutral_exact_population_af_reverse_bridge_r006	conversion_metadata	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r006/converted/conversion_metadata.json	32193309137ff913f2cfc41858968aef63c29b99115341abf4a7632e58b64893	1711
eas_neutral_exact_population_af_reverse_bridge_r006	decode_completion	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r006/decoded/decode_complete.json	b64b4468a2222bf4d01f7dcb4afb0d31a89e48ce860e58423cf254b1a08a482c	3477
eas_neutral_exact_population_af_reverse_bridge_r006	pair_manifest	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r006/decoded/decoded_pairs.tsv	eddd53a4245bdabc501c49982ce8f252c916a8308b1cf055698efc11fb524963	103547
eas_neutral_exact_population_af_reverse_bridge_r006	posterior	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r006/decoded/posterior.zst	3f3d369571e49e966f7eb5ee79ffda9782ee69f36b7d27534af89dfbfedc0d2f	36020655
eas_neutral_exact_population_af_reverse_bridge_r006	posterior_metadata	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r006/decoded/posterior.zst.meta	295befa57207ff766db83e2cf798e909039fce2ceb9d6c576c0c190f3e0b1521	65949
eas_neutral_exact_population_af_reverse_bridge_r006	requested_pairs	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r006/converted/overall.pairs.tsv	59119c5f8bb957292b18a3c5ecff7a973e2ecb5ca403c106db68161cecab63da	34014
eas_neutral_exact_population_af_reverse_bridge_r006	vcf	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r006/converted/input.vcf	d1617334fdbbbdfb8e908ffde4630efdc8caa1a6bd816d089668ab72d411e170	11734495
eas_neutral_exact_population_af_reverse_bridge_r007	conversion_completion	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r007/converted/conversion_complete.json	52d37ebec6e38a78f24ae3fa8cc67849e45151bd624301b3b8d83e05e46bcb51	3281
eas_neutral_exact_population_af_reverse_bridge_r007	conversion_metadata	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r007/converted/conversion_metadata.json	466999ca36f648c2f28bbbb2a92c159dbb07eea765f574b345787468aaf23c9e	1711
eas_neutral_exact_population_af_reverse_bridge_r007	decode_completion	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r007/decoded/decode_complete.json	226a0955d19325f4376b2f15934c12cd7066bb8b8d8cad09bfb45fc564a1b449	3477
eas_neutral_exact_population_af_reverse_bridge_r007	pair_manifest	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r007/decoded/decoded_pairs.tsv	799251cf46d333e1d08749cccede41d2f3fca7f621261a2bb311693a05e2e742	103547
eas_neutral_exact_population_af_reverse_bridge_r007	posterior	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r007/decoded/posterior.zst	c9aa6b3354d74c9b979e2551b32fb302b5c09139e8810507d5de55053b5d0b00	35963617
eas_neutral_exact_population_af_reverse_bridge_r007	posterior_metadata	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r007/decoded/posterior.zst.meta	295befa57207ff766db83e2cf798e909039fce2ceb9d6c576c0c190f3e0b1521	65949
eas_neutral_exact_population_af_reverse_bridge_r007	requested_pairs	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r007/converted/overall.pairs.tsv	59119c5f8bb957292b18a3c5ecff7a973e2ecb5ca403c106db68161cecab63da	34014
eas_neutral_exact_population_af_reverse_bridge_r007	vcf	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r007/converted/input.vcf	92b838facff7f9f8e12bb87b3473b86e80d2489468c7c55860963e8e25cb81ec	12430772
eas_neutral_exact_population_af_reverse_bridge_r008	conversion_completion	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r008/converted/conversion_complete.json	dca67c7fdce8ed141e36ba7e3ef05790e1fd27f11d0831b64c768ffabd69f866	3281
eas_neutral_exact_population_af_reverse_bridge_r008	conversion_metadata	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r008/converted/conversion_metadata.json	192b5f973a5931b60243b89381150d351e73b3699994026f27808dff98949e6a	1711
eas_neutral_exact_population_af_reverse_bridge_r008	decode_completion	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r008/decoded/decode_complete.json	343f02852cae0bc54615e43f4c43f0db064e5a9f14dc7600d4cbcdbf8fc51de9	3477
eas_neutral_exact_population_af_reverse_bridge_r008	pair_manifest	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r008/decoded/decoded_pairs.tsv	28b7b60584e9a62c1e83f553b284d1faf7ba615a8b629ae57f09116b4a6c90b3	103547
eas_neutral_exact_population_af_reverse_bridge_r008	posterior	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r008/decoded/posterior.zst	fa6d3898cfaabb33bdd32857960e5f5d380443c77c8716748acd323354d37aef	36004229
eas_neutral_exact_population_af_reverse_bridge_r008	posterior_metadata	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r008/decoded/posterior.zst.meta	295befa57207ff766db83e2cf798e909039fce2ceb9d6c576c0c190f3e0b1521	65949
eas_neutral_exact_population_af_reverse_bridge_r008	requested_pairs	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r008/converted/overall.pairs.tsv	59119c5f8bb957292b18a3c5ecff7a973e2ecb5ca403c106db68161cecab63da	34014
eas_neutral_exact_population_af_reverse_bridge_r008	vcf	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r008/converted/input.vcf	50cef63cad5fb1a071b6bee7071028ac47ad7432d14bff7be8d8d1ea531ff026	11944976
eas_neutral_exact_population_af_reverse_bridge_r009	conversion_completion	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r009/converted/conversion_complete.json	aaf9479d9adaaf3dd477cb89ea2a18535cceb944099e2f3ebbf5f2a8c92542bc	3281
eas_neutral_exact_population_af_reverse_bridge_r009	conversion_metadata	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r009/converted/conversion_metadata.json	772fdba7fc83834467358f7d4808afbe1db011203d71d1dd2cbc72935d2eb79c	1711
eas_neutral_exact_population_af_reverse_bridge_r009	decode_completion	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r009/decoded/decode_complete.json	bba75d1d90165de1c6e21a608e16a95ec9f5134a86659dd38c1c3d648af0b390	3477
eas_neutral_exact_population_af_reverse_bridge_r009	pair_manifest	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r009/decoded/decoded_pairs.tsv	63a3264e3142a836bf3e297033637c1e7208d17d896bd620d0f79fcc2b66be2d	103547
eas_neutral_exact_population_af_reverse_bridge_r009	posterior	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r009/decoded/posterior.zst	853ad61528bf1852e394949ad702dac3866dbb0b92004486d742ac95f19fdd74	35944962
eas_neutral_exact_population_af_reverse_bridge_r009	posterior_metadata	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r009/decoded/posterior.zst.meta	295befa57207ff766db83e2cf798e909039fce2ceb9d6c576c0c190f3e0b1521	65949
eas_neutral_exact_population_af_reverse_bridge_r009	requested_pairs	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r009/converted/overall.pairs.tsv	59119c5f8bb957292b18a3c5ecff7a973e2ecb5ca403c106db68161cecab63da	34014
eas_neutral_exact_population_af_reverse_bridge_r009	vcf	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r009/converted/input.vcf	843fcbe16b9830593b5d67d17281daba8c4cd056aa4909ca15454538dac8ef82	12383203
eas_neutral_exact_population_af_reverse_bridge_r010	conversion_completion	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r010/converted/conversion_complete.json	1e184e5b7ed61b697d4ad0762401d19ceb4fab52ebb6253639566eb8becc7e24	3281
eas_neutral_exact_population_af_reverse_bridge_r010	conversion_metadata	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r010/converted/conversion_metadata.json	d82c0ec7dbac154f8ef66048a8d4c2dfc14e69f17a65a78dbaed955a03009a5f	1711
eas_neutral_exact_population_af_reverse_bridge_r010	decode_completion	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r010/decoded/decode_complete.json	ae86c159bc1ba1d3b6e8f650bc6a1dab41cf26bd669def2483e4146ab05a58b7	3477
eas_neutral_exact_population_af_reverse_bridge_r010	pair_manifest	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r010/decoded/decoded_pairs.tsv	63dc097e3443d70c4ff9f57d6a99bdac48e7d04e639c52dd808fcf4c973006b3	103547
eas_neutral_exact_population_af_reverse_bridge_r010	posterior	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r010/decoded/posterior.zst	8bb4813841d198d471989dde99b766fabee49dfa36546cf70bda4f17c576a9a4	35995367
eas_neutral_exact_population_af_reverse_bridge_r010	posterior_metadata	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r010/decoded/posterior.zst.meta	295befa57207ff766db83e2cf798e909039fce2ceb9d6c576c0c190f3e0b1521	65949
eas_neutral_exact_population_af_reverse_bridge_r010	requested_pairs	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r010/converted/overall.pairs.tsv	59119c5f8bb957292b18a3c5ecff7a973e2ecb5ca403c106db68161cecab63da	34014
eas_neutral_exact_population_af_reverse_bridge_r010	vcf	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r010/converted/input.vcf	cb34c500688cb2f0e56d24fa7a16b2d2cb0fe6b36119bf9f69c22aa7407cb11e	11941290
eas_neutral_exact_population_af_reverse_bridge_r011	conversion_completion	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r011/converted/conversion_complete.json	05f0a42ec1edb44c96e5ce6906b260c101620d450fc2b796eeb924e72af6735a	3281
eas_neutral_exact_population_af_reverse_bridge_r011	conversion_metadata	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r011/converted/conversion_metadata.json	5e71527c037ed7f98a5653d1e71c26e0811687047186d492a4cf4e261890256c	1711
eas_neutral_exact_population_af_reverse_bridge_r011	decode_completion	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r011/decoded/decode_complete.json	edec51c8c9c47c458924f82ad30d00acebd64d2a105c7b6f3d964ebfbf6a983f	3477
eas_neutral_exact_population_af_reverse_bridge_r011	pair_manifest	focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/decode_units/eas_neutral_exact_population_af_reverse_bridge_r011/decoded/decoded_pairs.tsv	52d96ca9d6bedba0857a52e36f2dc376411121c7dd190c6288f34c2ccb92486b	103547
